Loading train dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt, number of examples: 150801
Loading train fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt.txt.src.fert.actual
 * vocabulary size. source = 24825; target = 17703
Building model...
Intializing model parameters.
NMTModel(
  (encoder): RNNEncoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(24825, 500, padding_idx=1)
        )
      )
    )
    (rnn): LSTM(500, 250, num_layers=2, dropout=0.3, bidirectional=True)
  )
  (decoder): InputFeedRNNDecoder(
    (embeddings): Embeddings(
      (make_embedding): Sequential(
        (emb_luts): Elementwise(
          (0): Embedding(17703, 500, padding_idx=1)
        )
      )
    )
    (dropout): Dropout(p=0.3)
    (rnn): StackedLSTM(
      (dropout): Dropout(p=0.3)
      (layers): ModuleList(
        (0): LSTMCell(1000, 500)
        (1): LSTMCell(500, 500)
      )
    )
    (attn): GlobalAttention(
      (linear_in): Linear(in_features=500, out_features=500)
      (linear_out): Linear(in_features=1000, out_features=500)
      (sm): ConstrainedSparsemax(
      )
      (tanh): Tanh()
    )
  )
  (generator): Sequential(
    (0): Linear(in_features=500, out_features=17703)
    (1): LogSoftmax()
  )
)
* number of parameters: 38899203
('encoder: ', 15420500)
('decoder: ', 23478703)
Making optimizer for training.
Stage 1: Keys after executing optim.set_parameters(model.parameters())
optim.optimizer.state_dict()['state'] keys: 
optim.optimizer.state_dict()['param_groups'] elements: 
optim.optimizer.state_dict()['param_groups'] element: {'dampening': 0, 'nesterov': False, 'lr': 1.0, 'params': [139703707603904, 139703707603992, 139703707604080, 139703707604168, 139703707604256, 139703707604344, 139703707604432, 139703707604520, 139703707604608, 139703707604696, 139703707604784, 139703707604872, 139703707604960, 139703707605048, 139703707605136, 139703707605224, 139703707605312, 139703707605400, 139703707605488, 139703707605576, 139703707605664, 139703707605752, 139703707605840, 139703707605928, 139703707606016, 139703707606104, 139703707606192, 139703707606280, 139703707606368, 139703707606456], 'weight_decay': 0, 'momentum': 0}

Start training...
 * number of epochs: 13, starting from Epoch 1
 * batch size: 64

Loading train dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt, number of examples: 150801
Loading train fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt.txt.src.fert.actual
Epoch  1,    50/ 2357; acc:   3.87; ppl: 38531.18; xent:  10.56; 2939 src tok/s; 2957 tgt tok/s;     21 s elapsed
Epoch  1,   100/ 2357; acc:   4.10; ppl: 10765.68; xent:   9.28; 2881 src tok/s; 2923 tgt tok/s;     43 s elapsed
Epoch  1,   150/ 2357; acc:   4.64; ppl: 3913.94; xent:   8.27; 3002 src tok/s; 3031 tgt tok/s;     63 s elapsed
Epoch  1,   200/ 2357; acc:   6.02; ppl: 1627.72; xent:   7.39; 2911 src tok/s; 2963 tgt tok/s;     87 s elapsed
Epoch  1,   250/ 2357; acc:   9.07; ppl: 862.60; xent:   6.76; 2969 src tok/s; 2990 tgt tok/s;    109 s elapsed
Epoch  1,   300/ 2357; acc:  10.92; ppl: 625.18; xent:   6.44; 3011 src tok/s; 3035 tgt tok/s;    129 s elapsed
Epoch  1,   350/ 2357; acc:  11.77; ppl: 526.40; xent:   6.27; 3010 src tok/s; 3025 tgt tok/s;    150 s elapsed
Epoch  1,   400/ 2357; acc:  14.17; ppl: 403.96; xent:   6.00; 3070 src tok/s; 3116 tgt tok/s;    170 s elapsed
Epoch  1,   450/ 2357; acc:  15.78; ppl: 348.04; xent:   5.85; 3016 src tok/s; 3028 tgt tok/s;    189 s elapsed
Epoch  1,   500/ 2357; acc:  15.71; ppl: 340.10; xent:   5.83; 2988 src tok/s; 3011 tgt tok/s;    212 s elapsed
Epoch  1,   550/ 2357; acc:  16.91; ppl: 300.61; xent:   5.71; 3078 src tok/s; 3109 tgt tok/s;    234 s elapsed
Epoch  1,   600/ 2357; acc:  18.46; ppl: 267.69; xent:   5.59; 2894 src tok/s; 2916 tgt tok/s;    254 s elapsed
Epoch  1,   650/ 2357; acc:  18.89; ppl: 249.56; xent:   5.52; 2932 src tok/s; 2961 tgt tok/s;    275 s elapsed
Epoch  1,   700/ 2357; acc:  18.74; ppl: 241.72; xent:   5.49; 2924 src tok/s; 2949 tgt tok/s;    297 s elapsed
Epoch  1,   750/ 2357; acc:  20.08; ppl: 222.88; xent:   5.41; 2961 src tok/s; 2979 tgt tok/s;    318 s elapsed
Epoch  1,   800/ 2357; acc:  19.88; ppl: 213.80; xent:   5.37; 2912 src tok/s; 2927 tgt tok/s;    340 s elapsed
Epoch  1,   850/ 2357; acc:  21.23; ppl: 191.67; xent:   5.26; 2931 src tok/s; 2953 tgt tok/s;    361 s elapsed
Epoch  1,   900/ 2357; acc:  21.80; ppl: 189.20; xent:   5.24; 2954 src tok/s; 2986 tgt tok/s;    383 s elapsed
Epoch  1,   950/ 2357; acc:  22.84; ppl: 183.97; xent:   5.21; 2937 src tok/s; 2937 tgt tok/s;    404 s elapsed
Epoch  1,  1000/ 2357; acc:  23.23; ppl: 170.56; xent:   5.14; 2927 src tok/s; 2959 tgt tok/s;    426 s elapsed
Epoch  1,  1050/ 2357; acc:  23.86; ppl: 163.36; xent:   5.10; 2881 src tok/s; 2910 tgt tok/s;    448 s elapsed
Epoch  1,  1100/ 2357; acc:  24.72; ppl: 160.29; xent:   5.08; 2953 src tok/s; 2962 tgt tok/s;    469 s elapsed
Epoch  1,  1150/ 2357; acc:  25.39; ppl: 150.39; xent:   5.01; 2907 src tok/s; 2940 tgt tok/s;    491 s elapsed
Epoch  1,  1200/ 2357; acc:  25.75; ppl: 148.38; xent:   5.00; 2885 src tok/s; 2916 tgt tok/s;    513 s elapsed
Epoch  1,  1250/ 2357; acc:  26.20; ppl: 140.86; xent:   4.95; 2774 src tok/s; 2818 tgt tok/s;    536 s elapsed
Epoch  1,  1300/ 2357; acc:  27.28; ppl: 132.50; xent:   4.89; 2944 src tok/s; 2960 tgt tok/s;    557 s elapsed
Epoch  1,  1350/ 2357; acc:  27.91; ppl: 122.70; xent:   4.81; 2898 src tok/s; 2948 tgt tok/s;    578 s elapsed
Epoch  1,  1400/ 2357; acc:  27.74; ppl: 125.74; xent:   4.83; 2865 src tok/s; 2887 tgt tok/s;    602 s elapsed
Epoch  1,  1450/ 2357; acc:  29.96; ppl: 110.59; xent:   4.71; 2909 src tok/s; 2916 tgt tok/s;    622 s elapsed
Epoch  1,  1500/ 2357; acc:  29.34; ppl: 112.18; xent:   4.72; 2809 src tok/s; 2855 tgt tok/s;    645 s elapsed
Epoch  1,  1550/ 2357; acc:  29.94; ppl: 108.24; xent:   4.68; 2888 src tok/s; 2926 tgt tok/s;    668 s elapsed
Epoch  1,  1600/ 2357; acc:  31.00; ppl: 101.16; xent:   4.62; 2915 src tok/s; 2922 tgt tok/s;    689 s elapsed
Epoch  1,  1650/ 2357; acc:  31.72; ppl:  95.96; xent:   4.56; 2877 src tok/s; 2929 tgt tok/s;    710 s elapsed
Epoch  1,  1700/ 2357; acc:  31.05; ppl:  97.51; xent:   4.58; 2911 src tok/s; 2922 tgt tok/s;    732 s elapsed
Epoch  1,  1750/ 2357; acc:  31.41; ppl:  97.34; xent:   4.58; 2861 src tok/s; 2883 tgt tok/s;    755 s elapsed
Epoch  1,  1800/ 2357; acc:  33.29; ppl:  84.36; xent:   4.44; 2914 src tok/s; 2963 tgt tok/s;    776 s elapsed
Epoch  1,  1850/ 2357; acc:  33.53; ppl:  83.59; xent:   4.43; 2909 src tok/s; 2910 tgt tok/s;    797 s elapsed
Epoch  1,  1900/ 2357; acc:  32.99; ppl:  84.32; xent:   4.43; 2888 src tok/s; 2942 tgt tok/s;    819 s elapsed
Epoch  1,  1950/ 2357; acc:  34.72; ppl:  75.76; xent:   4.33; 2920 src tok/s; 2928 tgt tok/s;    840 s elapsed
Epoch  1,  2000/ 2357; acc:  33.58; ppl:  81.83; xent:   4.40; 2898 src tok/s; 2927 tgt tok/s;    863 s elapsed
Epoch  1,  2050/ 2357; acc:  35.35; ppl:  73.89; xent:   4.30; 2872 src tok/s; 2910 tgt tok/s;    885 s elapsed
Epoch  1,  2100/ 2357; acc:  35.58; ppl:  69.61; xent:   4.24; 2937 src tok/s; 2959 tgt tok/s;    907 s elapsed
Epoch  1,  2150/ 2357; acc:  36.97; ppl:  62.90; xent:   4.14; 2872 src tok/s; 2914 tgt tok/s;    927 s elapsed
Epoch  1,  2200/ 2357; acc:  35.96; ppl:  67.67; xent:   4.21; 2929 src tok/s; 2934 tgt tok/s;    950 s elapsed
Epoch  1,  2250/ 2357; acc:  37.19; ppl:  60.77; xent:   4.11; 2959 src tok/s; 3005 tgt tok/s;    971 s elapsed
Epoch  1,  2300/ 2357; acc:  37.03; ppl:  61.73; xent:   4.12; 2957 src tok/s; 2967 tgt tok/s;    993 s elapsed
Epoch  1,  2350/ 2357; acc:  38.08; ppl:  56.47; xent:   4.03; 2741 src tok/s; 2756 tgt tok/s;   1016 s elapsed
Train perplexity: 202.914
Train accuracy: 24.401
Loading valid dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.valid.1.pt, number of examples: 1997
Loading valid fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.valid.1.pt.txt.src.fert.actual
Validation perplexity: 280.077
Validation accuracy: 25.6887

Loading train dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt, number of examples: 150801
Loading train fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt.txt.src.fert.actual
Epoch  2,    50/ 2357; acc:  39.16; ppl:  52.83; xent:   3.97; 2999 src tok/s; 3017 tgt tok/s;     20 s elapsed
Epoch  2,   100/ 2357; acc:  37.83; ppl:  58.03; xent:   4.06; 2860 src tok/s; 2902 tgt tok/s;     43 s elapsed
Epoch  2,   150/ 2357; acc:  40.44; ppl:  48.15; xent:   3.87; 3012 src tok/s; 3041 tgt tok/s;     62 s elapsed
Epoch  2,   200/ 2357; acc:  38.09; ppl:  57.24; xent:   4.05; 2863 src tok/s; 2914 tgt tok/s;     87 s elapsed
Epoch  2,   250/ 2357; acc:  39.48; ppl:  52.20; xent:   3.96; 2930 src tok/s; 2951 tgt tok/s;    109 s elapsed
Epoch  2,   300/ 2357; acc:  41.05; ppl:  45.63; xent:   3.82; 2925 src tok/s; 2949 tgt tok/s;    129 s elapsed
Epoch  2,   350/ 2357; acc:  40.22; ppl:  47.89; xent:   3.87; 3024 src tok/s; 3039 tgt tok/s;    151 s elapsed
Epoch  2,   400/ 2357; acc:  40.94; ppl:  44.78; xent:   3.80; 2932 src tok/s; 2976 tgt tok/s;    172 s elapsed
Epoch  2,   450/ 2357; acc:  42.37; ppl:  41.85; xent:   3.73; 2951 src tok/s; 2963 tgt tok/s;    192 s elapsed
Epoch  2,   500/ 2357; acc:  40.90; ppl:  45.16; xent:   3.81; 2929 src tok/s; 2951 tgt tok/s;    215 s elapsed
Epoch  2,   550/ 2357; acc:  41.45; ppl:  43.19; xent:   3.77; 2990 src tok/s; 3020 tgt tok/s;    237 s elapsed
Epoch  2,   600/ 2357; acc:  42.93; ppl:  39.01; xent:   3.66; 2891 src tok/s; 2912 tgt tok/s;    257 s elapsed
Epoch  2,   650/ 2357; acc:  42.17; ppl:  40.81; xent:   3.71; 2924 src tok/s; 2953 tgt tok/s;    279 s elapsed
Epoch  2,   700/ 2357; acc:  42.62; ppl:  39.08; xent:   3.67; 2959 src tok/s; 2984 tgt tok/s;    300 s elapsed
Epoch  2,   750/ 2357; acc:  42.84; ppl:  38.41; xent:   3.65; 3056 src tok/s; 3074 tgt tok/s;    321 s elapsed
Epoch  2,   800/ 2357; acc:  43.15; ppl:  37.15; xent:   3.61; 2924 src tok/s; 2939 tgt tok/s;    342 s elapsed
Epoch  2,   850/ 2357; acc:  43.23; ppl:  36.61; xent:   3.60; 2975 src tok/s; 2997 tgt tok/s;    363 s elapsed
Epoch  2,   900/ 2357; acc:  43.83; ppl:  35.68; xent:   3.57; 2972 src tok/s; 3004 tgt tok/s;    385 s elapsed
Epoch  2,   950/ 2357; acc:  44.03; ppl:  35.38; xent:   3.57; 2999 src tok/s; 2999 tgt tok/s;    406 s elapsed
Epoch  2,  1000/ 2357; acc:  43.68; ppl:  35.20; xent:   3.56; 2948 src tok/s; 2981 tgt tok/s;    427 s elapsed
Epoch  2,  1050/ 2357; acc:  44.13; ppl:  34.17; xent:   3.53; 2961 src tok/s; 2991 tgt tok/s;    449 s elapsed
Epoch  2,  1100/ 2357; acc:  44.33; ppl:  34.64; xent:   3.54; 3007 src tok/s; 3016 tgt tok/s;    470 s elapsed
Epoch  2,  1150/ 2357; acc:  44.14; ppl:  34.31; xent:   3.54; 2911 src tok/s; 2945 tgt tok/s;    491 s elapsed
Epoch  2,  1200/ 2357; acc:  44.46; ppl:  33.62; xent:   3.52; 2940 src tok/s; 2972 tgt tok/s;    513 s elapsed
Epoch  2,  1250/ 2357; acc:  44.13; ppl:  34.10; xent:   3.53; 2833 src tok/s; 2878 tgt tok/s;    536 s elapsed
Epoch  2,  1300/ 2357; acc:  45.24; ppl:  31.64; xent:   3.45; 3015 src tok/s; 3032 tgt tok/s;    556 s elapsed
Epoch  2,  1350/ 2357; acc:  45.15; ppl:  31.18; xent:   3.44; 3027 src tok/s; 3080 tgt tok/s;    576 s elapsed
Epoch  2,  1400/ 2357; acc:  45.25; ppl:  31.43; xent:   3.45; 2967 src tok/s; 2990 tgt tok/s;    599 s elapsed
Epoch  2,  1450/ 2357; acc:  46.81; ppl:  28.39; xent:   3.35; 2995 src tok/s; 3002 tgt tok/s;    619 s elapsed
Epoch  2,  1500/ 2357; acc:  45.22; ppl:  30.54; xent:   3.42; 2857 src tok/s; 2904 tgt tok/s;    642 s elapsed
Epoch  2,  1550/ 2357; acc:  45.56; ppl:  29.77; xent:   3.39; 2963 src tok/s; 3002 tgt tok/s;    663 s elapsed
Epoch  2,  1600/ 2357; acc:  46.21; ppl:  28.48; xent:   3.35; 2949 src tok/s; 2957 tgt tok/s;    684 s elapsed
Epoch  2,  1650/ 2357; acc:  46.19; ppl:  28.17; xent:   3.34; 2955 src tok/s; 3009 tgt tok/s;    705 s elapsed
Epoch  2,  1700/ 2357; acc:  45.91; ppl:  28.65; xent:   3.36; 2968 src tok/s; 2979 tgt tok/s;    727 s elapsed
Epoch  2,  1750/ 2357; acc:  45.71; ppl:  29.17; xent:   3.37; 2907 src tok/s; 2928 tgt tok/s;    749 s elapsed
Epoch  2,  1800/ 2357; acc:  46.93; ppl:  26.63; xent:   3.28; 2975 src tok/s; 3025 tgt tok/s;    769 s elapsed
Epoch  2,  1850/ 2357; acc:  47.01; ppl:  26.55; xent:   3.28; 3000 src tok/s; 3000 tgt tok/s;    790 s elapsed
Epoch  2,  1900/ 2357; acc:  46.42; ppl:  27.49; xent:   3.31; 2960 src tok/s; 3015 tgt tok/s;    812 s elapsed
Epoch  2,  1950/ 2357; acc:  47.63; ppl:  25.59; xent:   3.24; 3004 src tok/s; 3011 tgt tok/s;    832 s elapsed
Epoch  2,  2000/ 2357; acc:  46.51; ppl:  27.58; xent:   3.32; 2986 src tok/s; 3015 tgt tok/s;    855 s elapsed
Epoch  2,  2050/ 2357; acc:  47.20; ppl:  26.50; xent:   3.28; 2949 src tok/s; 2988 tgt tok/s;    876 s elapsed
Epoch  2,  2100/ 2357; acc:  47.26; ppl:  25.57; xent:   3.24; 2960 src tok/s; 2982 tgt tok/s;    897 s elapsed
Epoch  2,  2150/ 2357; acc:  47.98; ppl:  23.93; xent:   3.18; 2852 src tok/s; 2894 tgt tok/s;    917 s elapsed
Epoch  2,  2200/ 2357; acc:  47.02; ppl:  25.96; xent:   3.26; 3050 src tok/s; 3055 tgt tok/s;    940 s elapsed
Epoch  2,  2250/ 2357; acc:  48.12; ppl:  24.29; xent:   3.19; 2948 src tok/s; 2994 tgt tok/s;    961 s elapsed
Epoch  2,  2300/ 2357; acc:  47.17; ppl:  25.66; xent:   3.25; 2984 src tok/s; 2994 tgt tok/s;    982 s elapsed
Epoch  2,  2350/ 2357; acc:  48.29; ppl:  23.49; xent:   3.16; 2755 src tok/s; 2770 tgt tok/s;   1005 s elapsed
Train perplexity: 34.0882
Train accuracy: 44.1754
Loading valid dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.valid.1.pt, number of examples: 1997
Loading valid fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.valid.1.pt.txt.src.fert.actual
Validation perplexity: 141.162
Validation accuracy: 32.9485

Loading train dataset from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt, number of examples: 150801
Loading train fertilities from /mnt/data/de-en-scnmt/preprocessed.sink.align.train.1.pt.txt.src.fert.actual
Epoch  3,    50/ 2357; acc:  48.67; ppl:  22.48; xent:   3.11; 2987 src tok/s; 3005 tgt tok/s;     20 s elapsed
Epoch  3,   100/ 2357; acc:  47.32; ppl:  25.47; xent:   3.24; 2896 src tok/s; 2939 tgt tok/s;     43 s elapsed
Epoch  3,   150/ 2357; acc:  49.44; ppl:  21.51; xent:   3.07; 3022 src tok/s; 3052 tgt tok/s;     62 s elapsed
Epoch  3,   200/ 2357; acc:  46.69; ppl:  26.29; xent:   3.27; 2899 src tok/s; 2951 tgt tok/s;     86 s elapsed
Epoch  3,   250/ 2357; acc:  47.80; ppl:  24.41; xent:   3.20; 2963 src tok/s; 2984 tgt tok/s;    109 s elapsed
Epoch  3,   300/ 2357; acc:  49.22; ppl:  21.87; xent:   3.09; 2971 src tok/s; 2995 tgt tok/s;    128 s elapsed
Epoch  3,   350/ 2357; acc:  48.75; ppl:  22.66; xent:   3.12; 3021 src tok/s; 3036 tgt tok/s;    150 s elapsed
Epoch  3,   400/ 2357; acc:  49.05; ppl:  21.86; xent:   3.08; 2964 src tok/s; 3010 tgt tok/s;    171 s elapsed
Epoch  3,   450/ 2357; acc:  50.04; ppl:  20.73; xent:   3.03; 2938 src tok/s; 2950 tgt tok/s;    190 s elapsed
Epoch  3,   500/ 2357; acc:  49.02; ppl:  22.42; xent:   3.11; 2917 src tok/s; 2939 tgt tok/s;    214 s elapsed
